cusip,fundid,paramt,net_change,holdingbond,totalpar,matchp,yq
852060AG,45585,0,-325,5,349.56,0.205308584,200503
852060AS,45585,0,-200,5,349.56,0.205308584,200503
852060AT,45585,0,-250,5,349.56,0.205308584,200503
931142BE,45585,0,-575,5,349.56,0.205308584,200503
00184AAC,46057,660,60,1038,589.469,0.205308584,200503
00184AAF,46057,150,0,1038,589.469,0.205308584,200503
00209AAE,46057,450,0,1038,589.469,0.205308584,200503
00209AAG,46057,375,0,1038,589.469,0.205308584,200503
00209TAA,46057,375,0,1038,589.469,0.205308584,200503
060505AG,46057,100,-250,1038,589.469,0.205308584,200503
111021AD,46057,650,275,1038,589.469,0.205308584,200503
111021AE,46057,125,0,1038,589.469,0.205308584,200503
172967CQ,46057,204,204,1038,589.469,0.205308584,200503
25156PAB,46057,1050,50,1038,589.469,0.205308584,200503
25156PAC,46057,350,0,1038,589.469,0.205308584,200503
25179SAC,46057,500,0,1038,589.469,0.205308584,200503
337932AB,46057,250,250,1038,589.469,0.205308584,200503
337932AC,46057,275,275,1038,589.469,0.205308584,200503
345370CA,46057,575,0,1038,589.469,0.205308584,200503
345397SM,46057,350,0,1038,589.469,0.205308584,200503
345397TS,46057,425,0,1038,589.469,0.205308584,200503
345397TY,46057,800,0,1038,589.469,0.205308584,200503
345397TZ,46057,200,0,1038,589.469,0.205308584,200503
35177PAK,46057,250,0,1038,589.469,0.205308584,200503
369604AY,46057,800,125,1038,589.469,0.205308584,200503
36962GXZ,46057,700,0,1038,589.469,0.205308584,200503
370425RZ,46057,0,-100,1038,589.469,0.205308584,200503
370442BT,46057,0,-525,1038,589.469,0.205308584,200503
617446GM,46057,100,0,1038,589.469,0.205308584,200503
61748AAE,46057,800,0,1038,589.469,0.205308584,200503
852060AD,46057,425,0,1038,589.469,0.205308584,200503
852060AJ,46057,100,0,1038,589.469,0.205308584,200503
852060AS,46057,200,0,1038,589.469,0.205308584,200503
852060AT,46057,425,-300,1038,589.469,0.205308584,200503
931142BE,46057,200,0,1038,589.469,0.205308584,200503
00184AAF,48313,1350,0,315,804.938,0.205308584,200503
00209AAE,48313,1970,1000,315,804.938,0.205308584,200503
00209TAA,48313,2500,1000,315,804.938,0.205308584,200503
111021AE,48313,1500,0,315,804.938,0.205308584,200503
172967CQ,48313,3525,0,315,804.938,0.205308584,200503
208251AE,48313,0,-550,315,804.938,0.205308584,200503
25156PAC,48313,1410,0,315,804.938,0.205308584,200503
337932AB,48313,1340,0,315,804.938,0.205308584,200503
345397SG,48313,750,0,315,804.938,0.205308584,200503
345397TS,48313,1000,0,315,804.938,0.205308584,200503
35177PAK,48313,500,0,315,804.938,0.205308584,200503
369604AY,48313,1000,0,315,804.938,0.205308584,200503
617446HR,48313,3250,0,315,804.938,0.205308584,200503
852060AJ,48313,750,0,315,804.938,0.205308584,200503
852060AS,48313,3000,0,315,804.938,0.205308584,200503
931142BE,48313,1380,0,315,804.938,0.205308584,200503
345370CA,16403,300,0,356,290.661,0.205308584,200503
345397TZ,16403,508,0,356,290.661,0.205308584,200503
369604AY,16403,635,0,356,290.661,0.205308584,200503
370442BT,16403,700,0,356,290.661,0.205308584,200503
61748AAE,16403,180,0,356,290.661,0.205308584,200503
852060AJ,16403,3,0,356,290.661,0.205308584,200503
852060AT,16403,953,0,356,290.661,0.205308584,200503
00184AAC,22038,25000,0,2933,33437.983,0.205308584,200503
00184AAF,22038,37600,0,2933,33437.983,0.205308584,200503
00209AAE,22038,14750,0,2933,33437.983,0.205308584,200503
00209AAG,22038,51700,0,2933,33437.983,0.205308584,200503
00209TAA,22038,22245,0,2933,33437.983,0.205308584,200503
111021AD,22038,43000,0,2933,33437.983,0.205308584,200503
172967AZ,22038,16750,0,2933,33437.983,0.205308584,200503
208251AE,22038,1000,0,2933,33437.983,0.205308584,200503
25156PAB,22038,108000,0,2933,33437.983,0.205308584,200503
25156PAC,22038,29000,0,2933,33437.983,0.205308584,200503
25179SAC,22038,7250,0,2933,33437.983,0.205308584,200503
337932AB,22038,45000,0,2933,33437.983,0.205308584,200503
345397SG,22038,0,-8000,2933,33437.983,0.205308584,200503
345397SM,22038,2500,0,2933,33437.983,0.205308584,200503
345397TY,22038,18500,0,2933,33437.983,0.205308584,200503
345397TZ,22038,5700,-5000,2933,33437.983,0.205308584,200503
35177PAK,22038,137750,0,2933,33437.983,0.205308584,200503
36962GYY,22038,50400,0,2933,33437.983,0.205308584,200503
370425RZ,22038,61233,40378,2933,33437.983,0.205308584,200503
617446GM,22038,51000,0,2933,33437.983,0.205308584,200503
617446HR,22038,43300,0,2933,33437.983,0.205308584,200503
61748AAE,22038,23850,0,2933,33437.983,0.205308584,200503
852060AG,22038,41500,0,2933,33437.983,0.205308584,200503
852060AJ,22038,8500,0,2933,33437.983,0.205308584,200503
852060AS,22038,26000,0,2933,33437.983,0.205308584,200503
931142BE,22038,20800,1300,2933,33437.983,0.205308584,200503
00184AAC,23402,4975,0,371,2318.025,0.205308584,200503
00184AAF,23402,3840,0,371,2318.025,0.205308584,200503
00209AAE,23402,10380,0,371,2318.025,0.205308584,200503
00209TAA,23402,0,-7500,371,2318.025,0.205308584,200503
111021AD,23402,3930,0,371,2318.025,0.205308584,200503
111021AE,23402,4565,0,371,2318.025,0.205308584,200503
172967CQ,23402,12000,0,371,2318.025,0.205308584,200503
337932AB,23402,12610,2830,371,2318.025,0.205308584,200503
345370CA,23402,10000,0,371,2318.025,0.205308584,200503
345397SM,23402,15475,0,371,2318.025,0.205308584,200503
345397TY,23402,1750,-3250,371,2318.025,0.205308584,200503
345397TZ,23402,5000,0,371,2318.025,0.205308584,200503
36962GYY,23402,9000,0,371,2318.025,0.205308584,200503
370425RZ,23402,235,235,371,2318.025,0.205308584,200503
370442BT,23402,0,-2530,371,2318.025,0.205308584,200503
852060AD,23402,10000,0,371,2318.025,0.205308584,200503
852060AJ,23402,3425,3425,371,2318.025,0.205308584,200503
00184AAC,24777,145,-140,347,493.296,0.205308584,200503
00184AAF,24777,162,-332,347,493.296,0.205308584,200503
00209TAA,24777,683,683,347,493.296,0.205308584,200503
111021AE,24777,30,30,347,493.296,0.205308584,200503
172967AZ,24777,0,-2377,347,493.296,0.205308584,200503
172967CQ,24777,1560,1560,347,493.296,0.205308584,200503
208251AE,24777,245,245,347,493.296,0.205308584,200503
25156PAB,24777,257,-133,347,493.296,0.205308584,200503
25156PAC,24777,998,998,347,493.296,0.205308584,200503
337932AB,24777,208,72,347,493.296,0.205308584,200503
337932AC,24777,228,152,347,493.296,0.205308584,200503
345370CA,24777,97,97,347,493.296,0.205308584,200503
345397SM,24777,340,-298,347,493.296,0.205308584,200503
345397TS,24777,240,0,347,493.296,0.205308584,200503
35177PAK,24777,72,72,347,493.296,0.205308584,200503
369604AY,24777,835,-143,347,493.296,0.205308584,200503
36962GYY,24777,0,-588,347,493.296,0.205308584,200503
370425RZ,24777,0,-738,347,493.296,0.205308584,200503
370442BT,24777,67,-177,347,493.296,0.205308584,200503
38141GAZ,24777,160,-8,347,493.296,0.205308584,200503
617446GM,24777,115,0,347,493.296,0.205308584,200503
61748AAE,24777,0,-907,347,493.296,0.205308584,200503
852060AD,24777,140,0,347,493.296,0.205308584,200503
852060AJ,24777,315,315,347,493.296,0.205308584,200503
852060AS,24777,28,28,347,493.296,0.205308584,200503
852060AT,24777,697,697,347,493.296,0.205308584,200503
00184AAF,26690,1286,-513,521,1504.096,0.205308584,200503
00209AAE,26690,750,0,521,1504.096,0.205308584,200503
00209AAG,26690,638,0,521,1504.096,0.205308584,200503
00209TAA,26690,855,-38,521,1504.096,0.205308584,200503
111021AD,26690,500,0,521,1504.096,0.205308584,200503
172967CQ,26690,1214,500,521,1504.096,0.205308584,200503
25156PAB,26690,650,438,521,1504.096,0.205308584,200503
25179SAC,26690,125,0,521,1504.096,0.205308584,200503
337932AB,26690,400,0,521,1504.096,0.205308584,200503
345397TZ,26690,675,50,521,1504.096,0.205308584,200503
35177PAK,26690,438,0,521,1504.096,0.205308584,200503
369604AY,26690,500,0,521,1504.096,0.205308584,200503
370425RZ,26690,500,250,521,1504.096,0.205308584,200503
61748AAE,26690,1853,0,521,1504.096,0.205308584,200503
852060AD,26690,438,0,521,1504.096,0.205308584,200503
852060AJ,26690,2054,0,521,1504.096,0.205308584,200503
00184AAF,29664,0,-115,815,1244.954,0.205308584,200503
00209AAG,29664,135,0,815,1244.954,0.205308584,200503
060505AG,29664,510,55,815,1244.954,0.205308584,200503
111021AE,29664,550,0,815,1244.954,0.205308584,200503
208251AE,29664,540,0,815,1244.954,0.205308584,200503
25156PAC,29664,450,0,815,1244.954,0.205308584,200503
337932AB,29664,435,0,815,1244.954,0.205308584,200503
337932AC,29664,918,0,815,1244.954,0.205308584,200503
345370CA,29664,958,0,815,1244.954,0.205308584,200503
345397SG,29664,438,225,815,1244.954,0.205308584,200503
345397SM,29664,290,0,815,1244.954,0.205308584,200503
345397TS,29664,3705,0,815,1244.954,0.205308584,200503
345397TY,29664,3045,0,815,1244.954,0.205308584,200503
345397TZ,29664,55,0,815,1244.954,0.205308584,200503
35177PAK,29664,525,0,815,1244.954,0.205308584,200503
369604AY,29664,293,0,815,1244.954,0.205308584,200503
36962GXZ,29664,910,0,815,1244.954,0.205308584,200503
370425RZ,29664,160,80,815,1244.954,0.205308584,200503
370442BT,29664,610,0,815,1244.954,0.205308584,200503
38141GAZ,29664,2500,0,815,1244.954,0.205308584,200503
61748AAE,29664,2500,0,815,1244.954,0.205308584,200503
852060AG,29664,1500,1500,815,1244.954,0.205308584,200503
852060AJ,29664,375,0,815,1244.954,0.205308584,200503
852060AT,29664,830,0,815,1244.954,0.205308584,200503
931142BE,29664,73,0,815,1244.954,0.205308584,200503
00184AAC,33109,77,0,321,125.319,0.205308584,200503
00184AAF,33109,87,0,321,125.319,0.205308584,200503
00209AAE,33109,37,0,321,125.319,0.205308584,200503
00209AAG,33109,53,0,321,125.319,0.205308584,200503
00209TAA,33109,80,0,321,125.319,0.205308584,200503
060505AG,33109,53,0,321,125.319,0.205308584,200503
111021AE,33109,40,0,321,125.319,0.205308584,200503
172967CQ,33109,454,0,321,125.319,0.205308584,200503
25156PAB,33109,33,33,321,125.319,0.205308584,200503
25156PAC,33109,120,17,321,125.319,0.205308584,200503
25179SAC,33109,73,0,321,125.319,0.205308584,200503
345370CA,33109,50,0,321,125.319,0.205308584,200503
345397TY,33109,77,0,321,125.319,0.205308584,200503
36962GXZ,33109,83,0,321,125.319,0.205308584,200503
36962GYY,33109,147,0,321,125.319,0.205308584,200503
370442BT,33109,48,0,321,125.319,0.205308584,200503
61748AAE,33109,383,47,321,125.319,0.205308584,200503
852060AD,33109,63,0,321,125.319,0.205308584,200503
852060AJ,33109,133,0,321,125.319,0.205308584,200503
852060AT,33109,23,0,321,125.319,0.205308584,200503
00184AAC,33117,33,0,381,24.774,0.205308584,200503
00209AAE,33117,82,27,381,24.774,0.205308584,200503
00209TAA,33117,40,0,381,24.774,0.205308584,200503
060505AG,33117,43,0,381,24.774,0.205308584,200503
172967CQ,33117,92,0,381,24.774,0.205308584,200503
25156PAB,33117,23,0,381,24.774,0.205308584,200503
25156PAC,33117,33,13,381,24.774,0.205308584,200503
337932AB,33117,0,-40,381,24.774,0.205308584,200503
345370CA,33117,27,0,381,24.774,0.205308584,200503
345397SG,33117,6,0,381,24.774,0.205308584,200503
345397SM,33117,20,0,381,24.774,0.205308584,200503
345397TZ,33117,0,-2,381,24.774,0.205308584,200503
36962GXZ,33117,10,0,381,24.774,0.205308584,200503
36962GYY,33117,47,0,381,24.774,0.205308584,200503
370425RZ,33117,23,5,381,24.774,0.205308584,200503
370442BT,33117,22,0,381,24.774,0.205308584,200503
617446GM,33117,23,0,381,24.774,0.205308584,200503
61748AAE,33117,87,0,381,24.774,0.205308584,200503
852060AD,33117,18,0,381,24.774,0.205308584,200503
852060AJ,33117,13,0,381,24.774,0.205308584,200503
852060AS,33117,23,23,381,24.774,0.205308584,200503
00184AAC,33119,110,0,415,77.46,0.205308584,200503
00209AAE,33119,247,90,415,77.46,0.205308584,200503
00209TAA,33119,127,0,415,77.46,0.205308584,200503
060505AG,33119,143,0,415,77.46,0.205308584,200503
172967CQ,33119,301,0,415,77.46,0.205308584,200503
25156PAB,33119,67,0,415,77.46,0.205308584,200503
25156PAC,33119,117,43,415,77.46,0.205308584,200503
337932AB,33119,0,-129,415,77.46,0.205308584,200503
345370CA,33119,87,0,415,77.46,0.205308584,200503
345397SG,33119,9,0,415,77.46,0.205308584,200503
345397SM,33119,60,0,415,77.46,0.205308584,200503
345397TZ,33119,0,-3,415,77.46,0.205308584,200503
36962GXZ,33119,16,0,415,77.46,0.205308584,200503
36962GYY,33119,153,0,415,77.46,0.205308584,200503
370425RZ,33119,42,8,415,77.46,0.205308584,200503
370442BT,33119,78,0,415,77.46,0.205308584,200503
617446GM,33119,70,0,415,77.46,0.205308584,200503
61748AAE,33119,290,0,415,77.46,0.205308584,200503
852060AD,33119,54,0,415,77.46,0.205308584,200503
852060AJ,33119,50,0,415,77.46,0.205308584,200503
852060AS,33119,77,77,415,77.46,0.205308584,200503
00184AAC,34689,0,-106,445,2114.412,0.205308584,200503
00184AAF,34689,120,-354,445,2114.412,0.205308584,200503
00209AAG,34689,399,0,445,2114.412,0.205308584,200503
00209TAA,34689,169,-990,445,2114.412,0.205308584,200503
060505AG,34689,1229,440,445,2114.412,0.205308584,200503
111021AD,34689,313,0,445,2114.412,0.205308584,200503
111021AE,34689,216,-125,445,2114.412,0.205308584,200503
172967AZ,34689,0,-740,445,2114.412,0.205308584,200503
172967CQ,34689,794,794,445,2114.412,0.205308584,200503
208251AE,34689,1015,-755,445,2114.412,0.205308584,200503
25156PAC,34689,286,-496,445,2114.412,0.205308584,200503
25179SAC,34689,0,-314,445,2114.412,0.205308584,200503
337932AB,34689,150,-210,445,2114.412,0.205308584,200503
337932AC,34689,1854,-21,445,2114.412,0.205308584,200503
345370CA,34689,955,-1058,445,2114.412,0.205308584,200503
345397SM,34689,510,-60,445,2114.412,0.205308584,200503
345397TY,34689,2863,2863,445,2114.412,0.205308584,200503
345397TZ,34689,194,-40,445,2114.412,0.205308584,200503
35177PAK,34689,0,-253,445,2114.412,0.205308584,200503
369604AY,34689,45,-204,445,2114.412,0.205308584,200503
36962GYY,34689,0,-250,445,2114.412,0.205308584,200503
370425RZ,34689,2128,-686,445,2114.412,0.205308584,200503
370442BT,34689,937,937,445,2114.412,0.205308584,200503
38141GAZ,34689,944,0,445,2114.412,0.205308584,200503
617446GM,34689,0,-198,445,2114.412,0.205308584,200503
617446HR,34689,0,-790,445,2114.412,0.205308584,200503
61748AAE,34689,327,-8,445,2114.412,0.205308584,200503
852060AD,34689,68,-550,445,2114.412,0.205308584,200503
852060AJ,34689,0,-1088,445,2114.412,0.205308584,200503
852060AS,34689,436,0,445,2114.412,0.205308584,200503
852060AT,34689,498,385,445,2114.412,0.205308584,200503
00184AAC,35450,17,0,423,215.298,0.205308584,200503
00184AAF,35450,92,0,423,215.298,0.205308584,200503
00209AAG,35450,18,0,423,215.298,0.205308584,200503
00209TAA,35450,0,-200,423,215.298,0.205308584,200503
060505AG,35450,17,0,423,215.298,0.205308584,200503
111021AE,35450,0,-3,423,215.298,0.205308584,200503
208251AE,35450,112,0,423,215.298,0.205308584,200503
25156PAC,35450,62,0,423,215.298,0.205308584,200503
337932AB,35450,13,0,423,215.298,0.205308584,200503
337932AC,35450,217,28,423,215.298,0.205308584,200503
345370CA,35450,570,367,423,215.298,0.205308584,200503
345397SM,35450,500,57,423,215.298,0.205308584,200503
345397TS,35450,33,0,423,215.298,0.205308584,200503
345397TY,35450,228,0,423,215.298,0.205308584,200503
369604AY,35450,50,0,423,215.298,0.205308584,200503
370442BT,35450,218,-7,423,215.298,0.205308584,200503
852060AT,35450,98,52,423,215.298,0.205308584,200503
00184AAC,35952,0,-623,254,744.396,0.205308584,200503
00209TAA,35952,510,-440,254,744.396,0.205308584,200503
25156PAC,35952,170,0,254,744.396,0.205308584,200503
337932AC,35952,170,0,254,744.396,0.205308584,200503
345370CA,35952,325,0,254,744.396,0.205308584,200503
345397SG,35952,1700,0,254,744.396,0.205308584,200503
369604AY,35952,541,0,254,744.396,0.205308584,200503
370425RZ,35952,0,-206,254,744.396,0.205308584,200503
617446GM,35952,363,363,254,744.396,0.205308584,200503
617446HR,35952,150,0,254,744.396,0.205308584,200503
852060AD,35952,135,0,254,744.396,0.205308584,200503
852060AT,35952,605,0,254,744.396,0.205308584,200503
00184AAF,36954,350,0,188,178.47,0.205308584,200503
00209TAA,36954,0,-166,188,178.47,0.205308584,200503
345397SG,36954,55,55,188,178.47,0.205308584,200503
345397SM,36954,67,0,188,178.47,0.205308584,200503
345397TS,36954,217,-130,188,178.47,0.205308584,200503
345397TY,36954,67,33,188,178.47,0.205308584,200503
345397TZ,36954,22,22,188,178.47,0.205308584,200503
369604AY,36954,323,73,188,178.47,0.205308584,200503
617446GM,36954,0,-168,188,178.47,0.205308584,200503
61748AAE,36954,37,37,188,178.47,0.205308584,200503
00184AAC,40931,143,0,416,106.101,0.205308584,200503
00209AAE,40931,349,113,416,106.101,0.205308584,200503
00209TAA,40931,160,0,416,106.101,0.205308584,200503
060505AG,40931,187,0,416,106.101,0.205308584,200503
172967CQ,40931,398,0,416,106.101,0.205308584,200503
25156PAB,40931,110,0,416,106.101,0.205308584,200503
25156PAC,40931,143,50,416,106.101,0.205308584,200503
337932AB,40931,0,-172,416,106.101,0.205308584,200503
345370CA,40931,122,0,416,106.101,0.205308584,200503
345397SG,40931,21,0,416,106.101,0.205308584,200503
345397SM,40931,77,0,416,106.101,0.205308584,200503
345397TZ,40931,0,-8,416,106.101,0.205308584,200503
36962GXZ,40931,38,0,416,106.101,0.205308584,200503
36962GYY,40931,200,0,416,106.101,0.205308584,200503
370425RZ,40931,98,23,416,106.101,0.205308584,200503
370442BT,40931,103,0,416,106.101,0.205308584,200503
617446GM,40931,100,0,416,106.101,0.205308584,200503
61748AAE,40931,373,0,416,106.101,0.205308584,200503
852060AD,40931,74,0,416,106.101,0.205308584,200503
852060AJ,40931,63,0,416,106.101,0.205308584,200503
852060AS,40931,97,97,416,106.101,0.205308584,200503
00184AAC,40939,150,0,411,100.773,0.205308584,200503
00209AAE,40939,319,110,411,100.773,0.205308584,200503
00209TAA,40939,150,0,411,100.773,0.205308584,200503
060505AG,40939,200,0,411,100.773,0.205308584,200503
172967CQ,40939,415,0,411,100.773,0.205308584,200503
25156PAB,40939,97,0,411,100.773,0.205308584,200503
25156PAC,40939,150,57,411,100.773,0.205308584,200503
337932AB,40939,0,-176,411,100.773,0.205308584,200503
345370CA,40939,118,0,411,100.773,0.205308584,200503
345397SG,40939,9,0,411,100.773,0.205308584,200503
345397SM,40939,80,0,411,100.773,0.205308584,200503
345397TZ,40939,0,-3,411,100.773,0.205308584,200503
36962GXZ,40939,18,0,411,100.773,0.205308584,200503
36962GYY,40939,210,0,411,100.773,0.205308584,200503
370425RZ,40939,45,10,411,100.773,0.205308584,200503
370442BT,40939,108,0,411,100.773,0.205308584,200503
617446GM,40939,113,0,411,100.773,0.205308584,200503
61748AAE,40939,380,0,411,100.773,0.205308584,200503
852060AD,40939,71,0,411,100.773,0.205308584,200503
852060AJ,40939,70,0,411,100.773,0.205308584,200503
852060AS,40939,93,93,411,100.773,0.205308584,200503
00184AAC,41739,45,0,343,726.824,0.205308584,200503
00184AAF,41739,640,0,343,726.824,0.205308584,200503
00209AAG,41739,230,0,343,726.824,0.205308584,200503
00209TAA,41739,95,0,343,726.824,0.205308584,200503
060505AG,41739,380,0,343,726.824,0.205308584,200503
111021AD,41739,373,0,343,726.824,0.205308584,200503
172967CQ,41739,540,0,343,726.824,0.205308584,200503
208251AE,41739,380,0,343,726.824,0.205308584,200503
345397SM,41739,4165,1240,343,726.824,0.205308584,200503
345397TS,41739,210,0,343,726.824,0.205308584,200503
345397TY,41739,315,0,343,726.824,0.205308584,200503
369604AY,41739,573,0,343,726.824,0.205308584,200503
36962GXZ,41739,2500,2500,343,726.824,0.205308584,200503
370442BT,41739,0,-790,343,726.824,0.205308584,200503
38141GAZ,41739,185,0,343,726.824,0.205308584,200503
617446GM,41739,273,0,343,726.824,0.205308584,200503
617446HR,41739,80,0,343,726.824,0.205308584,200503
852060AG,41739,2500,2500,343,726.824,0.205308584,200503
852060AJ,41739,120,0,343,726.824,0.205308584,200503
852060AS,41739,713,0,343,726.824,0.205308584,200503
00184AAF,46879,688,0,493,437.054,0.205308584,200503
00209AAE,46879,1120,1100,493,437.054,0.205308584,200503
00209AAG,46879,0,-163,493,437.054,0.205308584,200503
00209TAA,46879,813,0,493,437.054,0.205308584,200503
060505AG,46879,95,-225,493,437.054,0.205308584,200503
111021AD,46879,375,375,493,437.054,0.205308584,200503
172967AZ,46879,67,0,493,437.054,0.205308584,200503
172967CQ,46879,882,882,493,437.054,0.205308584,200503
25179SAC,46879,0,-188,493,437.054,0.205308584,200503
337932AC,46879,235,175,493,437.054,0.205308584,200503
345397SM,46879,1038,0,493,437.054,0.205308584,200503
345397TS,46879,0,-125,493,437.054,0.205308584,200503
345397TY,46879,250,0,493,437.054,0.205308584,200503
345397TZ,46879,0,-150,493,437.054,0.205308584,200503
35177PAK,46879,375,375,493,437.054,0.205308584,200503
369604AY,46879,1550,0,493,437.054,0.205308584,200503
36962GYY,46879,2043,0,493,437.054,0.205308584,200503
38141GAZ,46879,58,-200,493,437.054,0.205308584,200503
617446GM,46879,1375,175,493,437.054,0.205308584,200503
617446HR,46879,250,0,493,437.054,0.205308584,200503
61748AAE,46879,400,-143,493,437.054,0.205308584,200503
852060AS,46879,678,663,493,437.054,0.205308584,200503
931142BE,46879,1643,0,493,437.054,0.205308584,200503
00184AAC,62148,100,0,706,1182.364,0.201901417,200504
00184AAF,62148,890,0,706,1182.364,0.201901417,200504
00209AAG,62148,50,0,706,1182.364,0.201901417,200504
00209TAA,62148,500,0,706,1182.364,0.201901417,200504
172967CQ,62148,5902,0,706,1182.364,0.201901417,200504
208251AE,62148,505,0,706,1182.364,0.201901417,200504
25156PAB,62148,220,220,706,1182.364,0.201901417,200504
337932AC,62148,400,400,706,1182.364,0.201901417,200504
345370CA,62148,100,0,706,1182.364,0.201901417,200504
345397SM,62148,970,0,706,1182.364,0.201901417,200504
345397TS,62148,110,0,706,1182.364,0.201901417,200504
345397TY,62148,10,10,706,1182.364,0.201901417,200504
345397TZ,62148,245,-10,706,1182.364,0.201901417,200504
369604AY,62148,1736,0,706,1182.364,0.201901417,200504
370442BT,62148,190,0,706,1182.364,0.201901417,200504
38141GAZ,62148,616,0,706,1182.364,0.201901417,200504
617446HR,62148,20,0,706,1182.364,0.201901417,200504
61748AAE,62148,6000,0,706,1182.364,0.201901417,200504
852060AT,62148,150,0,706,1182.364,0.201901417,200504
931142BE,62148,300,0,706,1182.364,0.201901417,200504
00184AAF,29628,15000,-3000,2298,18024.412,0.201901417,200504
00209AAE,29628,31000,0,2298,18024.412,0.201901417,200504
00209AAG,29628,14000,0,2298,18024.412,0.201901417,200504
00209TAA,29628,4000,0,2298,18024.412,0.201901417,200504
060505AG,29628,10000,0,2298,18024.412,0.201901417,200504
111021AD,29628,8000,-7000,2298,18024.412,0.201901417,200504
111021AE,29628,7000,0,2298,18024.412,0.201901417,200504
172967CQ,29628,29275,0,2298,18024.412,0.201901417,200504
208251AE,29628,5000,0,2298,18024.412,0.201901417,200504
25156PAB,29628,10000,-10000,2298,18024.412,0.201901417,200504
25156PAC,29628,5000,0,2298,18024.412,0.201901417,200504
25179SAC,29628,19000,0,2298,18024.412,0.201901417,200504
337932AB,29628,38000,10000,2298,18024.412,0.201901417,200504
337932AC,29628,23000,3000,2298,18024.412,0.201901417,200504
345370CA,29628,3000,0,2298,18024.412,0.201901417,200504
345397SG,29628,6000,0,2298,18024.412,0.201901417,200504
345397TY,29628,4000,0,2298,18024.412,0.201901417,200504
35177PAK,29628,10000,-10000,2298,18024.412,0.201901417,200504
369604AY,29628,4000,0,2298,18024.412,0.201901417,200504
36962GXZ,29628,9000,0,2298,18024.412,0.201901417,200504
36962GYY,29628,38000,0,2298,18024.412,0.201901417,200504
38141GAZ,29628,12000,0,2298,18024.412,0.201901417,200504
617446HR,29628,18000,0,2298,18024.412,0.201901417,200504
852060AD,29628,17000,0,2298,18024.412,0.201901417,200504
852060AG,29628,8000,0,2298,18024.412,0.201901417,200504
852060AJ,29628,12000,0,2298,18024.412,0.201901417,200504
852060AT,29628,7000,0,2298,18024.412,0.201901417,200504
931142BE,29628,0,-5000,2298,18024.412,0.201901417,200504
00184AAC,20877,4500,0,1034,7505.037,0.201901417,200504
00184AAF,20877,500,0,1034,7505.037,0.201901417,200504
00209AAE,20877,14000,0,1034,7505.037,0.201901417,200504
00209AAG,20877,10000,0,1034,7505.037,0.201901417,200504
00209TAA,20877,10500,0,1034,7505.037,0.201901417,200504
111021AD,20877,6000,0,1034,7505.037,0.201901417,200504
111021AE,20877,34000,0,1034,7505.037,0.201901417,200504
172967CQ,20877,14000,0,1034,7505.037,0.201901417,200504
208251AE,20877,4000,-2500,1034,7505.037,0.201901417,200504
25156PAB,20877,2000,0,1034,7505.037,0.201901417,200504
25156PAC,20877,37500,0,1034,7505.037,0.201901417,200504
25179SAC,20877,7000,0,1034,7505.037,0.201901417,200504
337932AB,20877,2000,0,1034,7505.037,0.201901417,200504
337932AC,20877,27000,5000,1034,7505.037,0.201901417,200504
345370CA,20877,5000,-22000,1034,7505.037,0.201901417,200504
345397TY,20877,0,-6500,1034,7505.037,0.201901417,200504
345397TZ,20877,5500,-4000,1034,7505.037,0.201901417,200504
35177PAK,20877,12000,0,1034,7505.037,0.201901417,200504
369604AY,20877,25000,0,1034,7505.037,0.201901417,200504
36962GXZ,20877,60500,0,1034,7505.037,0.201901417,200504
370425RZ,20877,2000,0,1034,7505.037,0.201901417,200504
370442BT,20877,0,-2000,1034,7505.037,0.201901417,200504
38141GAZ,20877,5000,0,1034,7505.037,0.201901417,200504
617446GM,20877,5500,0,1034,7505.037,0.201901417,200504
617446HR,20877,20000,0,1034,7505.037,0.201901417,200504
61748AAE,20877,30000,10000,1034,7505.037,0.201901417,200504
852060AD,20877,30000,0,1034,7505.037,0.201901417,200504
852060AG,20877,10000,0,1034,7505.037,0.201901417,200504
852060AS,20877,3000,0,1034,7505.037,0.201901417,200504
852060AT,20877,27000,0,1034,7505.037,0.201901417,200504
931142BE,20877,5000,0,1034,7505.037,0.201901417,200504
00184AAC,45371,2000,2000,1078,4894.05,0.201901417,200504
00184AAF,45371,2000,0,1078,4894.05,0.201901417,200504
00209AAE,45371,17000,0,1078,4894.05,0.201901417,200504
00209TAA,45371,3000,0,1078,4894.05,0.201901417,200504
111021AE,45371,22550,550,1078,4894.05,0.201901417,200504
172967CQ,45371,4145,0,1078,4894.05,0.201901417,200504
208251AE,45371,14000,0,1078,4894.05,0.201901417,200504
25156PAB,45371,5000,0,1078,4894.05,0.201901417,200504
25156PAC,45371,20200,2500,1078,4894.05,0.201901417,200504
337932AB,45371,3000,0,1078,4894.05,0.201901417,200504
337932AC,45371,1000,0,1078,4894.05,0.201901417,200504
345397SG,45371,4185,-3000,1078,4894.05,0.201901417,200504
345397TY,45371,352,0,1078,4894.05,0.201901417,200504
35177PAK,45371,1945,0,1078,4894.05,0.201901417,200504
36962GXZ,45371,24000,0,1078,4894.05,0.201901417,200504
61748AAE,45371,5000,0,1078,4894.05,0.201901417,200504
852060AD,45371,10000,0,1078,4894.05,0.201901417,200504
852060AG,45371,8000,0,1078,4894.05,0.201901417,200504
852060AT,45371,500,-500,1078,4894.05,0.201901417,200504
00184AAC,21799,3000,-10000,1230,10531.219,0.201901417,200504
