cusip,fundid,paramt,net_change,holdingbond,totalpar,matchp,yq
032511AX,41739,0,-35,265,531.018,0.200390778,200903
111021AD,41739,14070,13698,265,531.018,0.200390778,200903
172967CQ,41739,168,-45,265,531.018,0.200390778,200903
208251AE,41739,0,-105,265,531.018,0.200390778,200903
25156PAB,41739,11265,11265,265,531.018,0.200390778,200903
337932AC,41739,0,-668,265,531.018,0.200390778,200903
345370CA,41739,0,-895,265,531.018,0.200390778,200903
345397TY,41739,830,150,265,531.018,0.200390778,200903
345397TZ,41739,110,0,265,531.018,0.200390778,200903
35671DAS,41739,0,-598,265,531.018,0.200390778,200903
369604AY,41739,0,-453,265,531.018,0.200390778,200903
437076AP,41739,2500,2500,265,531.018,0.200390778,200903
6174466Q,41739,0,-85,265,531.018,0.200390778,200903
617446GM,41739,0,-273,265,531.018,0.200390778,200903
61748AAE,41739,0,-70,265,531.018,0.200390778,200903
629377AU,41739,1550,0,265,531.018,0.200390778,200903
852060AD,41739,145,0,265,531.018,0.200390778,200903
852060AG,41739,285,0,265,531.018,0.200390778,200903
00209AAE,46879,892,0,399,393.963,0.200390778,200903
111021AD,46879,303,0,399,393.963,0.200390778,200903
25179SAC,46879,238,0,399,393.963,0.200390778,200903
260543BX,46879,333,0,399,393.963,0.200390778,200903
337932AB,46879,240,0,399,393.963,0.200390778,200903
35177PAK,46879,358,0,399,393.963,0.200390778,200903
35671DAS,46879,278,0,399,393.963,0.200390778,200903
617446HR,46879,2383,0,399,393.963,0.200390778,200903
629377AU,46879,268,0,399,393.963,0.200390778,200903
852060AG,46879,317,0,399,393.963,0.200390778,200903
852060AJ,46879,228,0,399,393.963,0.200390778,200903
852060AS,46879,440,0,399,393.963,0.200390778,200903
852060AT,46879,182,0,399,393.963,0.200390778,200903
852061AD,46879,88,0,399,393.963,0.200390778,200903
00184AAF,87116,43,-73,439,1641.645,0.200390778,200903
00209AAG,87116,418,0,439,1641.645,0.200390778,200903
00209TAA,87116,3157,-285,439,1641.645,0.200390778,200903
032511AX,87116,1670,0,439,1641.645,0.200390778,200903
06051GDX,87116,895,-888,439,1641.645,0.200390778,200903
111021AD,87116,0,-437,439,1641.645,0.200390778,200903
111021AE,87116,0,-865,439,1641.645,0.200390778,200903
172967CQ,87116,963,963,439,1641.645,0.200390778,200903
208251AE,87116,1228,0,439,1641.645,0.200390778,200903
25179SAC,87116,0,-1525,439,1641.645,0.200390778,200903
260543BX,87116,1178,1178,439,1641.645,0.200390778,200903
337932AB,87116,140,33,439,1641.645,0.200390778,200903
337932AC,87116,1942,0,439,1641.645,0.200390778,200903
345370CA,87116,0,-923,439,1641.645,0.200390778,200903
35177PAK,87116,635,-202,439,1641.645,0.200390778,200903
35671DAS,87116,2575,0,439,1641.645,0.200390778,200903
36962G3U,87116,2682,0,439,1641.645,0.200390778,200903
38141EA2,87116,3189,-265,439,1641.645,0.200390778,200903
38141GFD,87116,1775,-260,439,1641.645,0.200390778,200903
38141GFM,87116,2500,0,439,1641.645,0.200390778,200903
59018YN6,87116,0,-298,439,1641.645,0.200390778,200903
6174466Q,87116,0,-2942,439,1641.645,0.200390778,200903
617446GM,87116,353,-664,439,1641.645,0.200390778,200903
617446HR,87116,1378,-137,439,1641.645,0.200390778,200903
61748AAE,87116,757,0,439,1641.645,0.200390778,200903
852060AG,87116,40,0,439,1641.645,0.200390778,200903
852060AS,87116,1767,0,439,1641.645,0.200390778,200903
852060AT,87116,130,130,439,1641.645,0.200390778,200903
00184AAF,62148,590,0,833,1178.6,0.187791383,200904
00209AAE,62148,2000,0,833,1178.6,0.187791383,200904
00209TAA,62148,475,0,833,1178.6,0.187791383,200904
032511AX,62148,20,0,833,1178.6,0.187791383,200904
06051GDX,62148,275,275,833,1178.6,0.187791383,200904
111021AD,62148,0,-195,833,1178.6,0.187791383,200904
172967CQ,62148,0,-2000,833,1178.6,0.187791383,200904
208251AE,62148,994,-100,833,1178.6,0.187791383,200904
25156PAB,62148,0,-220,833,1178.6,0.187791383,200904
337932AB,62148,4,0,833,1178.6,0.187791383,200904
337932AC,62148,425,0,833,1178.6,0.187791383,200904
345397TS,62148,110,0,833,1178.6,0.187791383,200904
345397TY,62148,280,0,833,1178.6,0.187791383,200904
345397TZ,62148,120,-120,833,1178.6,0.187791383,200904
35671DAS,62148,3475,0,833,1178.6,0.187791383,200904
369604AY,62148,560,0,833,1178.6,0.187791383,200904
36962G3U,62148,1806,-60,833,1178.6,0.187791383,200904
36962GYY,62148,6000,0,833,1178.6,0.187791383,200904
370442BT,62148,190,0,833,1178.6,0.187791383,200904
38141EA2,62148,420,-55,833,1178.6,0.187791383,200904
38141GFD,62148,140,0,833,1178.6,0.187791383,200904
38141GFM,62148,275,0,833,1178.6,0.187791383,200904
46625HGY,62148,545,0,833,1178.6,0.187791383,200904
59018YN6,62148,595,-920,833,1178.6,0.187791383,200904
61748AAE,62148,10,0,833,1178.6,0.187791383,200904
629377AU,62148,400,0,833,1178.6,0.187791383,200904
852060AS,62148,845,-155,833,1178.6,0.187791383,200904
852061AD,62148,560,0,833,1178.6,0.187791383,200904
00184AAC,29628,11000,0,2699,20311.076,0.187791383,200904
00209AAE,29628,28000,0,2699,20311.076,0.187791383,200904
00209AAG,29628,12000,0,2699,20311.076,0.187791383,200904
00209TAA,29628,4000,0,2699,20311.076,0.187791383,200904
032511AX,29628,7000,0,2699,20311.076,0.187791383,200904
111021AD,29628,4000,0,2699,20311.076,0.187791383,200904
111021AE,29628,7000,0,2699,20311.076,0.187791383,200904
172967CQ,29628,17275,0,2699,20311.076,0.187791383,200904
208251AE,29628,5000,0,2699,20311.076,0.187791383,200904
25156PAB,29628,8000,0,2699,20311.076,0.187791383,200904
25156PAC,29628,14000,0,2699,20311.076,0.187791383,200904
25179SAC,29628,18000,0,2699,20311.076,0.187791383,200904
260543BX,29628,15000,0,2699,20311.076,0.187791383,200904
337932AB,29628,8067,0,2699,20311.076,0.187791383,200904
337932AC,29628,28000,0,2699,20311.076,0.187791383,200904
345397TY,29628,2000,0,2699,20311.076,0.187791383,200904
345397TZ,29628,1000,0,2699,20311.076,0.187791383,200904
35177PAK,29628,3000,-1000,2699,20311.076,0.187791383,200904
35671DAS,29628,14750,5000,2699,20311.076,0.187791383,200904
369604AY,29628,2000,0,2699,20311.076,0.187791383,200904
36962G3U,29628,2000,2000,2699,20311.076,0.187791383,200904
36962GXZ,29628,9000,0,2699,20311.076,0.187791383,200904
36962GYY,29628,27000,0,2699,20311.076,0.187791383,200904
38141EA2,29628,22000,0,2699,20311.076,0.187791383,200904
38141GAZ,29628,8000,0,2699,20311.076,0.187791383,200904
38141GFD,29628,12000,0,2699,20311.076,0.187791383,200904
437076AP,29628,17500,0,2699,20311.076,0.187791383,200904
59018YN6,29628,16000,0,2699,20311.076,0.187791383,200904
6174466Q,29628,4000,0,2699,20311.076,0.187791383,200904
617446HR,29628,10000,0,2699,20311.076,0.187791383,200904
629377AU,29628,6000,0,2699,20311.076,0.187791383,200904
852060AD,29628,14000,0,2699,20311.076,0.187791383,200904
852060AG,29628,3000,0,2699,20311.076,0.187791383,200904
852061AD,29628,5000,2000,2699,20311.076,0.187791383,200904
00184AAC,20877,4500,0,1510,9086.371,0.187791383,200904
00209AAE,20877,4000,0,1510,9086.371,0.187791383,200904
00209AAG,20877,10000,0,1510,9086.371,0.187791383,200904
00209TAA,20877,2735,-1094,1510,9086.371,0.187791383,200904
032511AX,20877,4500,0,1510,9086.371,0.187791383,200904
06051GDX,20877,7000,0,1510,9086.371,0.187791383,200904
111021AE,20877,14000,0,1510,9086.371,0.187791383,200904
172967CQ,20877,14000,0,1510,9086.371,0.187791383,200904
25156PAC,20877,16000,0,1510,9086.371,0.187791383,200904
25179SAC,20877,5000,0,1510,9086.371,0.187791383,200904
260543BX,20877,18500,-8000,1510,9086.371,0.187791383,200904
337932AC,20877,1500,0,1510,9086.371,0.187791383,200904
345397TZ,20877,3000,3000,1510,9086.371,0.187791383,200904
35671DAS,20877,6500,-2000,1510,9086.371,0.187791383,200904
369604AY,20877,5000,0,1510,9086.371,0.187791383,200904
36962G3U,20877,5000,0,1510,9086.371,0.187791383,200904
36962GXZ,20877,21000,-5000,1510,9086.371,0.187791383,200904
36962GYY,20877,10000,0,1510,9086.371,0.187791383,200904
38141EA2,20877,10000,0,1510,9086.371,0.187791383,200904
38141GFD,20877,9000,0,1510,9086.371,0.187791383,200904
38141GFM,20877,8250,0,1510,9086.371,0.187791383,200904
437076AP,20877,12000,0,1510,9086.371,0.187791383,200904
6174466Q,20877,13340,0,1510,9086.371,0.187791383,200904
617446GM,20877,4500,0,1510,9086.371,0.187791383,200904
617446HR,20877,8500,0,1510,9086.371,0.187791383,200904
61748AAE,20877,17000,0,1510,9086.371,0.187791383,200904
629377AU,20877,4000,0,1510,9086.371,0.187791383,200904
852060AD,20877,1000,-1500,1510,9086.371,0.187791383,200904
852060AS,20877,2000,0,1510,9086.371,0.187791383,200904
852061AD,20877,3000,3000,1510,9086.371,0.187791383,200904
00184AAC,45371,23505,12055,2594,25668.675,0.187791383,200904
00184AAF,45371,10175,6500,2594,25668.675,0.187791383,200904
00209AAE,45371,15300,2000,2594,25668.675,0.187791383,200904
00209AAG,45371,1175,0,2594,25668.675,0.187791383,200904
032511AX,45371,750,0,2594,25668.675,0.187791383,200904
111021AD,45371,8425,-1000,2594,25668.675,0.187791383,200904
111021AE,45371,33000,8950,2594,25668.675,0.187791383,200904
172967CQ,45371,19365,9051,2594,25668.675,0.187791383,200904
208251AE,45371,25000,6000,2594,25668.675,0.187791383,200904
25156PAB,45371,20250,7250,2594,25668.675,0.187791383,200904
25156PAC,45371,39500,3500,2594,25668.675,0.187791383,200904
25179SAC,45371,1650,-2000,2594,25668.675,0.187791383,200904
260543BX,45371,475,475,2594,25668.675,0.187791383,200904
337932AB,45371,157,157,2594,25668.675,0.187791383,200904
35177PAK,45371,6940,0,2594,25668.675,0.187791383,200904
35671DAS,45371,26430,5500,2594,25668.675,0.187791383,200904
36962G3U,45371,1000,1000,2594,25668.675,0.187791383,200904
36962GXZ,45371,53750,16750,2594,25668.675,0.187791383,200904
36962GYY,45371,905,0,2594,25668.675,0.187791383,200904
38141EA2,45371,9000,0,2594,25668.675,0.187791383,200904
38141GAZ,45371,3500,0,2594,25668.675,0.187791383,200904
38141GFD,45371,31500,12675,2594,25668.675,0.187791383,200904
38141GFM,45371,1000,1000,2594,25668.675,0.187791383,200904
437076AP,45371,17600,14000,2594,25668.675,0.187791383,200904
46625HGY,45371,19000,-6000,2594,25668.675,0.187791383,200904
6174466Q,45371,14845,5940,2594,25668.675,0.187791383,200904
617446GM,45371,9000,0,2594,25668.675,0.187791383,200904
61748AAE,45371,15450,-300,2594,25668.675,0.187791383,200904
629377AU,45371,6215,1250,2594,25668.675,0.187791383,200904
852060AD,45371,16108,28,2594,25668.675,0.187791383,200904
852060AS,45371,6900,-750,2594,25668.675,0.187791383,200904
852061AD,45371,450,0,2594,25668.675,0.187791383,200904
00184AAC,21799,3000,0,1606,15637.361,0.187791383,200904
032511AX,21799,7000,0,1606,15637.361,0.187791383,200904
06051GDX,21799,0,-300,1606,15637.361,0.187791383,200904
111021AE,21799,5000,0,1606,15637.361,0.187791383,200904
172967CQ,21799,16959,0,1606,15637.361,0.187791383,200904
208251AE,21799,1500,0,1606,15637.361,0.187791383,200904
25156PAB,21799,3000,0,1606,15637.361,0.187791383,200904
25156PAC,21799,40000,0,1606,15637.361,0.187791383,200904
345397TY,21799,0,-4980,1606,15637.361,0.187791383,200904
35671DAS,21799,7000,1280,1606,15637.361,0.187791383,200904
36962GXZ,21799,32300,0,1606,15637.361,0.187791383,200904
38141EA2,21799,5000,0,1606,15637.361,0.187791383,200904
38141GFD,21799,10000,-260,1606,15637.361,0.187791383,200904
38141GFM,21799,20000,0,1606,15637.361,0.187791383,200904
46625HGY,21799,10000,0,1606,15637.361,0.187791383,200904
59018YN6,21799,14000,0,1606,15637.361,0.187791383,200904
6174466Q,21799,25000,0,1606,15637.361,0.187791383,200904
61748AAE,21799,28000,0,1606,15637.361,0.187791383,200904
852060AG,21799,3460,0,1606,15637.361,0.187791383,200904
852060AS,21799,2120,0,1606,15637.361,0.187791383,200904
00184AAF,26661,800,0,3095,25364.689,0.187791383,200904
00209AAE,26661,434,0,3095,25364.689,0.187791383,200904
00209TAA,26661,4598,0,3095,25364.689,0.187791383,200904
032511AX,26661,12350,0,3095,25364.689,0.187791383,200904
06051GDX,26661,80,80,3095,25364.689,0.187791383,200904
111021AD,26661,23860,0,3095,25364.689,0.187791383,200904
111021AE,26661,13555,20,3095,25364.689,0.187791383,200904
172967AZ,26661,3780,0,3095,25364.689,0.187791383,200904
208251AE,26661,400,0,3095,25364.689,0.187791383,200904
25156PAB,26661,110,0,3095,25364.689,0.187791383,200904
25156PAC,26661,235,20,3095,25364.689,0.187791383,200904
25179SAC,26661,7750,0,3095,25364.689,0.187791383,200904
260543BX,26661,185,35,3095,25364.689,0.187791383,200904
337932AB,26661,6839,1,3095,25364.689,0.187791383,200904
345397TS,26661,500,0,3095,25364.689,0.187791383,200904
345397TY,26661,4620,0,3095,25364.689,0.187791383,200904
35177PAK,26661,110,110,3095,25364.689,0.187791383,200904
35671DAS,26661,4000,0,3095,25364.689,0.187791383,200904
369604AY,26661,4850,0,3095,25364.689,0.187791383,200904
36962GYY,26661,2850,0,3095,25364.689,0.187791383,200904
370442BT,26661,665,0,3095,25364.689,0.187791383,200904
38141EA2,26661,225,0,3095,25364.689,0.187791383,200904
38141GAZ,26661,958,75,3095,25364.689,0.187791383,200904
38141GFD,26661,105,-115,3095,25364.689,0.187791383,200904
38141GFM,26661,155,0,3095,25364.689,0.187791383,200904
437076AP,26661,18330,0,3095,25364.689,0.187791383,200904
61748AAE,26661,9490,0,3095,25364.689,0.187791383,200904
629377AU,26661,670,0,3095,25364.689,0.187791383,200904
852060AD,26661,3625,0,3095,25364.689,0.187791383,200904
852060AG,26661,6425,0,3095,25364.689,0.187791383,200904
852060AJ,26661,110,0,3095,25364.689,0.187791383,200904
852060AS,26661,435,0,3095,25364.689,0.187791383,200904
852061AD,26661,50,0,3095,25364.689,0.187791383,200904
00184AAC,22065,25205,0,3846,79392.378,0.187791383,200904
00184AAF,22065,500,0,3846,79392.378,0.187791383,200904
00209AAE,22065,10000,0,3846,79392.378,0.187791383,200904
00209AAG,22065,26875,0,3846,79392.378,0.187791383,200904
00209TAA,22065,11905,0,3846,79392.378,0.187791383,200904
111021AD,22065,66935,0,3846,79392.378,0.187791383,200904
111021AE,22065,11000,0,3846,79392.378,0.187791383,200904
172967AZ,22065,0,-20000,3846,79392.378,0.187791383,200904
208251AE,22065,13070,0,3846,79392.378,0.187791383,200904
25156PAB,22065,20000,0,3846,79392.378,0.187791383,200904
25156PAC,22065,12700,0,3846,79392.378,0.187791383,200904
25179SAC,22065,18000,0,3846,79392.378,0.187791383,200904
260543BX,22065,3800,0,3846,79392.378,0.187791383,200904
337932AB,22065,208,0,3846,79392.378,0.187791383,200904
345397TY,22065,4413,0,3846,79392.378,0.187791383,200904
35177PAK,22065,34550,0,3846,79392.378,0.187791383,200904
35671DAS,22065,11715,0,3846,79392.378,0.187791383,200904
36962GXZ,22065,4500,0,3846,79392.378,0.187791383,200904
38141GFD,22065,14040,0,3846,79392.378,0.187791383,200904
437076AP,22065,22000,0,3846,79392.378,0.187791383,200904
617446HR,22065,3000,0,3846,79392.378,0.187791383,200904
629377AU,22065,14070,0,3846,79392.378,0.187791383,200904
852060AD,22065,5000,0,3846,79392.378,0.187791383,200904
852060AG,22065,37000,-10000,3846,79392.378,0.187791383,200904
00184AAC,26567,7435,1435,1444,11976.99,0.187791383,200904
032511AX,26567,2000,0,1444,11976.99,0.187791383,200904
111021AD,26567,0,-3860,1444,11976.99,0.187791383,200904
111021AE,26567,20000,0,1444,11976.99,0.187791383,200904
172967CQ,26567,5415,0,1444,11976.99,0.187791383,200904
208251AE,26567,13145,13145,1444,11976.99,0.187791383,200904
25156PAB,26567,2000,0,1444,11976.99,0.187791383,200904
25156PAC,26567,31500,0,1444,11976.99,0.187791383,200904
25179SAC,26567,0,-17055,1444,11976.99,0.187791383,200904
337932AB,26567,4500,0,1444,11976.99,0.187791383,200904
36962GXZ,26567,12000,0,1444,11976.99,0.187791383,200904
36962GYY,26567,10750,0,1444,11976.99,0.187791383,200904
617446HR,26567,1000,0,1444,11976.99,0.187791383,200904
629377AU,26567,14950,0,1444,11976.99,0.187791383,200904
852060AG,26567,10000,0,1444,11976.99,0.187791383,200904
00184AAC,20703,10885,0,4429,68192.864,0.187791383,200904
00209AAE,20703,11000,0,4429,68192.864,0.187791383,200904
00209AAG,20703,0,-470,4429,68192.864,0.187791383,200904
00209TAA,20703,12284,0,4429,68192.864,0.187791383,200904
060505AG,20703,4500,0,4429,68192.864,0.187791383,200904
111021AD,20703,45833,0,4429,68192.864,0.187791383,200904
111021AE,20703,145305,0,4429,68192.864,0.187791383,200904
172967AZ,20703,34925,0,4429,68192.864,0.187791383,200904
172967CQ,20703,5000,0,4429,68192.864,0.187791383,200904
208251AE,20703,20000,0,4429,68192.864,0.187791383,200904
25156PAB,20703,17500,0,4429,68192.864,0.187791383,200904
25156PAC,20703,109113,0,4429,68192.864,0.187791383,200904
25179SAC,20703,11500,-2500,4429,68192.864,0.187791383,200904
337932AB,20703,223,0,4429,68192.864,0.187791383,200904
337932AC,20703,74245,0,4429,68192.864,0.187791383,200904
345370CA,20703,4740,0,4429,68192.864,0.187791383,200904
345397TY,20703,0,-10200,4429,68192.864,0.187791383,200904
35177PAK,20703,45550,0,4429,68192.864,0.187791383,200904
35671DAS,20703,17405,0,4429,68192.864,0.187791383,200904
36962GXZ,20703,36600,0,4429,68192.864,0.187791383,200904
36962GYY,20703,2667,0,4429,68192.864,0.187791383,200904
38141EA2,20703,430,0,4429,68192.864,0.187791383,200904
38141GAZ,20703,14600,0,4429,68192.864,0.187791383,200904
38141GFD,20703,70,0,4429,68192.864,0.187791383,200904
38141GFM,20703,4820,0,4429,68192.864,0.187791383,200904
46625HGY,20703,1000,0,4429,68192.864,0.187791383,200904
59018YN6,20703,230,0,4429,68192.864,0.187791383,200904
6174466Q,20703,6850,0,4429,68192.864,0.187791383,200904
617446GM,20703,5000,0,4429,68192.864,0.187791383,200904
61748AAE,20703,2000,0,4429,68192.864,0.187791383,200904
629377AU,20703,4770,-6000,4429,68192.864,0.187791383,200904
852060AG,20703,5652,-20825,4429,68192.864,0.187791383,200904
852060AJ,20703,1100,0,4429,68192.864,0.187791383,200904
852060AS,20703,2225,0,4429,68192.864,0.187791383,200904
852060AT,20703,14370,0,4429,68192.864,0.187791383,200904
852061AD,20703,0,-2730,4429,68192.864,0.187791383,200904
00184AAC,24228,20000,0,3480,72182.534,0.187791383,200904
00184AAF,24228,5000,0,3480,72182.534,0.187791383,200904
00209AAE,24228,42500,0,3480,72182.534,0.187791383,200904
00209AAG,24228,15000,0,3480,72182.534,0.187791383,200904
032511AX,24228,36925,0,3480,72182.534,0.187791383,200904
111021AD,24228,7500,0,3480,72182.534,0.187791383,200904
111021AE,24228,103000,0,3480,72182.534,0.187791383,200904
172967CQ,24228,31886,0,3480,72182.534,0.187791383,200904
208251AE,24228,42000,0,3480,72182.534,0.187791383,200904
25156PAB,24228,25000,0,3480,72182.534,0.187791383,200904
25156PAC,24228,97150,0,3480,72182.534,0.187791383,200904
25179SAC,24228,10000,0,3480,72182.534,0.187791383,200904
337932AB,24228,32110,0,3480,72182.534,0.187791383,200904
345397TS,24228,3000,0,3480,72182.534,0.187791383,200904
35177PAK,24228,73000,0,3480,72182.534,0.187791383,200904
35671DAS,24228,19500,3000,3480,72182.534,0.187791383,200904
36962GXZ,24228,39000,-1000,3480,72182.534,0.187791383,200904
36962GYY,24228,30000,0,3480,72182.534,0.187791383,200904
437076AP,24228,25000,0,3480,72182.534,0.187791383,200904
59018YN6,24228,20200,0,3480,72182.534,0.187791383,200904
617446GM,24228,25000,0,3480,72182.534,0.187791383,200904
617446HR,24228,10000,0,3480,72182.534,0.187791383,200904
61748AAE,24228,80000,0,3480,72182.534,0.187791383,200904
629377AU,24228,10600,0,3480,72182.534,0.187791383,200904
852060AJ,24228,10000,0,3480,72182.534,0.187791383,200904
852060AS,24228,19000,0,3480,72182.534,0.187791383,200904
852061AD,24228,55000,0,3480,72182.534,0.187791383,200904
00184AAC,22038,25000,0,2259,22393.885,0.187791383,200904
00184AAF,22038,10500,0,2259,22393.885,0.187791383,200904
00209AAE,22038,1500,0,2259,22393.885,0.187791383,200904
00209TAA,22038,6289,0,2259,22393.885,0.187791383,200904
032511AX,22038,250,0,2259,22393.885,0.187791383,200904
06051GDX,22038,7000,0,2259,22393.885,0.187791383,200904
111021AD,22038,16500,0,2259,22393.885,0.187791383,200904
172967AZ,22038,3500,0,2259,22393.885,0.187791383,200904
